min,d50_mu,d50_mu.1,min_from_start
3.0,60.58382801,60.58382801,938
3.0,60.5721651,60.5721651,939
3.0,59.68894995,59.68894995,940
3.0,61.23523718,61.23523718,941
3.0,61.90776017,61.90776017,942
3.0,62.67177875,62.67177875,943
3.0,62.92336263,62.92336263,944
3.0,61.43732812,61.43732812,945
3.0,61.73103629,61.73103629,946
3.0,63.09932545,63.09932545,947
3.0,60.91870631,60.91870631,948
3.0,59.91632562,59.91632562,949
3.0,62.74614023,62.74614023,950
3.0,62.62018899,62.62018899,951
3.0,61.54222342,61.54222342,952
3.0,60.09985956,60.09985956,953
3.0,61.82583943,61.82583943,954
3.0,63.40683305,63.40683305,955
3.0,60.60864844,60.60864844,956
3.0,61.92477309,61.92477309,957
3.0,59.78913444,59.78913444,958
3.0,62.35107627,62.35107627,959
3.0,59.66297016,59.66297016,960
3.0,63.15761651,63.15761651,961
3.0,60.52886997,60.52886997,962
3.0,60.60080134,60.60080134,963
3.0,62.8212289,62.8212289,964
3.0,58.90463904,58.90463904,965
3.0,63.1297707,63.1297707,966
3.0,63.42203701,63.42203701,967
3.0,60.71173898,60.71173898,968
3.0,58.95531074,58.95531074,969
3.0,62.53084172,62.53084172,970
3.0,64.40798793,64.40798793,971
3.0,63.23225739,63.23225739,972
3.0,66.85208713,66.85208713,973
3.0,72.2467168,72.2467168,974
3.0,69.8524357,69.8524357,975
3.0,66.48056468,66.48056468,976
3.0,69.0686807,69.0686807,977
3.0,67.71498567,67.71498567,978
3.0,104.5069483,104.5069483,979
3.0,75.1806734,75.1806734,980
3.0,69.91223542,69.91223542,981
3.0,71.93596149,71.93596149,982
3.0,60.29093911,60.29093911,983
3.0,69.32866709,69.32866709,984
3.0,67.1510847,67.1510847,985
3.0,76.22873283,76.22873283,986
3.0,70.90577826,70.90577826,987
3.0,73.05613672,73.05613672,988
3.0,59.9302716,59.9302716,989
3.0,76.66536033,76.66536033,990
3.0,68.25765925,68.25765925,991
3.0,75.29821021,75.29821021,992
3.0,78.41231418,78.41231418,993
3.0,83.19618791,83.19618791,994
3.0,79.52880897,79.52880897,995
3.0,63.81286794,63.81286794,996
3.0,80.14177591,80.14177591,997
3.0,74.70718523,74.70718523,998
3.0,72.65546544,72.65546544,999
3.0,80.0795712,80.0795712,1000
3.0,70.15516606,70.15516606,1001
3.0,70.71936333,70.71936333,1002
3.0,71.75768146,71.75768146,1003
3.0,67.94279327,67.94279327,1004
3.0,83.10085776,83.10085776,1005
3.0,70.67825735,70.67825735,1006
3.0,91.09015598,91.09015598,1007
3.0,92.34339719,92.34339719,1008
3.0,96.16934751,96.16934751,1009
3.0,96.23372997,96.23372997,1010
3.0,96.6549647,96.6549647,1011
3.0,96.24810393,96.24810393,1012
3.0,93.35804907,93.35804907,1013
3.0,94.83162549,94.83162549,1014
3.0,92.06781123,92.06781123,1015
3.0,92.11754022,92.11754022,1016
3.0,93.82558006,93.82558006,1017
3.0,91.31661358,91.31661358,1018
3.0,95.53437806,95.53437806,1019
3.0,94.83546092,94.83546092,1020
3.0,95.0060418,95.0060418,1021
3.0,94.84311135,94.84311135,1022
3.0,93.50827925,93.50827925,1023
3.0,95.33950878,95.33950878,1024
3.0,98.69727504,98.69727504,1025
3.0,99.57115011,99.57115011,1026
3.0,96.68894263,96.68894263,1027
3.0,96.13422674,96.13422674,1028
3.0,94.16823704,94.16823704,1029
3.0,94.34212572,94.34212572,1030
3.0,91.09025353,91.09025353,1031
3.0,89.17407774,89.17407774,1032
3.0,92.69259891,92.69259891,1033
3.0,91.40104044,91.40104044,1034
3.0,89.00600395,89.00600395,1035
3.0,90.11935134,90.11935134,1036
3.0,91.63211158,91.63211158,1037
3.0,91.35900301,91.35900301,1038
3.0,89.74292673,89.74292673,1039
3.0,89.16939996,89.16939996,1040
3.0,89.19040875,89.19040875,1041
3.0,92.02238837,92.02238837,1042
3.0,89.94692314,89.94692314,1043
3.0,91.12152354,91.12152354,1044
3.0,88.65441079,88.65441079,1045
3.0,91.50489034,91.50489034,1046
3.0,86.32873302,86.32873302,1047
3.0,91.40549698,91.40549698,1048
3.0,88.70056245,88.70056245,1049
3.0,89.12737323,89.12737323,1050
3.0,85.68152576,85.68152576,1051
3.0,90.48431281,90.48431281,1052
3.0,87.45802048,87.45802048,1053
3.0,90.40488132,90.40488132,1054
3.0,87.35374253,87.35374253,1055
3.0,87.82452414,87.82452414,1056
3.0,87.69132508,87.69132508,1057
3.0,88.46246883,88.46246883,1058
3.0,91.64363594,91.64363594,1059
3.0,92.42907781,92.42907781,1060
3.0,94.29381317,94.29381317,1061
3.0,90.5073745,90.5073745,1062
3.0,90.93806643,90.93806643,1063
3.0,90.7087107,90.7087107,1064
3.0,78.76953521,78.76953521,1065
3.0,74.48649806,74.48649806,1066
3.0,79.39210179,79.39210179,1067
3.0,97.99252995,97.99252995,1068
3.0,71.06892508,71.06892508,1069
3.0,85.08163726,85.08163726,1070
3.0,71.81177403,71.81177403,1071
3.0,85.18761357,85.18761357,1072
3.0,75.60053535,75.60053535,1073
3.0,81.12376494,81.12376494,1074
3.0,73.73024027,73.73024027,1075
3.0,73.65390043,73.65390043,1076
3.0,87.73183183,87.73183183,1077
3.0,75.13175302,75.13175302,1078
3.0,93.79573517,93.79573517,1079
3.0,84.62198948,84.62198948,1080
3.0,82.2480065,82.2480065,1081
3.0,78.71182425,78.71182425,1082
3.0,75.70348073,75.70348073,1083
3.0,82.99338464,82.99338464,1084
3.0,90.24285535,90.24285535,1085
3.0,85.70361401,85.70361401,1086
3.0,83.53005138,83.53005138,1087
3.0,85.17232086,85.17232086,1088
3.0,89.30813621,89.30813621,1089
3.0,88.93923833,88.93923833,1090
3.0,92.14322274,92.14322274,1091
3.0,91.80527349,91.80527349,1092
3.0,81.17690403,81.17690403,1093
3.0,77.18494479,77.18494479,1094
3.0,74.51173295,74.51173295,1095
3.0,94.03320247,94.03320247,1096
3.0,75.43563987,75.43563987,1097
3.0,77.81650735,77.81650735,1098
3.0,89.42426558,89.42426558,1099
3.0,78.46266393,78.46266393,1100
3.0,75.8637797,75.8637797,1101
3.0,94.59763644,94.59763644,1102
3.0,87.91490708,87.91490708,1103
3.0,76.11651966,76.11651966,1104
3.0,91.02667721,91.02667721,1105
3.0,92.27430378,92.27430378,1106
3.0,92.09797469,92.09797469,1107
3.0,84.80941018,84.80941018,1108
3.0,92.91507375,92.91507375,1109
3.0,93.08073879,93.08073879,1110
3.0,94.97664069,94.97664069,1111
3.0,82.62437057,82.62437057,1112
3.0,84.87327284,84.87327284,1113
3.0,72.96936439,72.96936439,1114
3.0,86.30055201,86.30055201,1115
3.0,80.84238016,80.84238016,1116
3.0,85.19605929,85.19605929,1117
3.0,79.27166666,79.27166666,1118
3.0,84.61073322,84.61073322,1119
3.0,91.23991526,91.23991526,1120
3.0,81.51359515,81.51359515,1121
3.0,90.32242884,90.32242884,1122
3.0,79.72371615,79.72371615,1123
3.0,84.4069909,84.4069909,1124
3.0,87.29125885,87.29125885,1125
3.0,76.89275238,76.89275238,1126
3.0,78.61889415,78.61889415,1127
3.0,111.5908852,111.5908852,1128
3.0,93.14178121,93.14178121,1129
3.0,93.79753569,93.79753569,1130
3.0,83.79828791,83.79828791,1131
3.0,85.10291748,85.10291748,1132
3.0,93.71710511,93.71710511,1133
3.0,93.86093235,93.86093235,1134
3.0,74.19192904,74.19192904,1135
3.0,71.77619446,71.77619446,1136
3.0,92.46546301,92.46546301,1137
3.0,77.88442012,77.88442012,1138
3.0,85.17208553,85.17208553,1139
3.0,87.72714603,87.72714603,1140
3.0,58.91121192,58.91121192,1141
