min,d16_mu,d50_mu,d84_mu,solidity,min_from_start
2,42.13404041995499,67.02992132815476,118.02937598177095,0.8488616993464048,6
3,40.75217621824185,62.524824169212906,93.0418486741962,0.8469095945945944,12
4,42.3712866651075,65.50803887452177,92.96450053129298,0.8399052835051536,18
5,44.1848958211598,67.90875551656585,99.07348528605932,0.8389216216216213,24
6,41.21804945043252,62.92941450189948,91.24050501733564,0.8394813214739517,30
7,40.97249250607832,62.7888711693747,87.97476782037607,0.8445327930174554,36
8,41.94945864273876,63.70522011681452,91.33195454655866,0.8385633838383838,42
9,41.59597996189431,65.85075392440139,92.60656096083288,0.8400438787878798,48
10,43.47485988987224,65.44014542567217,93.27665276737696,0.8403834312573456,54
11,43.74900359957599,68.91102202227232,92.02798410936224,0.831795157384988,60
12,42.80418852333334,65.26632775200186,93.68504326773837,0.8390529696969709,66
13,41.53901064904632,60.36541686649133,86.77088799670756,0.8378880630630638,72
14,41.59033498615899,64.47525325423179,89.61340844160948,0.8405783105022824,78
15,42.02372480353838,64.81979985150258,91.16935219606522,0.8391256009615385,84
16,43.90932163772021,64.87268107833225,92.0937210033634,0.8372054794520539,90
17,41.92761921080736,65.33571551808458,88.60284110244349,0.834862832929783,96
18,42.55857199875076,62.613313354304765,88.96986055677073,0.8355168484848479,102
19,42.49363784187652,62.47721537790204,91.98542663729164,0.8339439608269855,108
20,41.97094226317208,61.41231020729732,87.71911883312603,0.8382043132803636,114
21,41.68554254397466,61.88090384072062,84.12119879790053,0.8321414982164089,120
22,41.96094404976973,62.222896124759885,87.74235241054176,0.8365982758620687,126
23,43.31160273707931,63.79219533529153,92.41255049820634,0.8372448863636367,132
24,42.52202010180014,63.885874607677685,94.4445670884854,0.8374957824639291,138
25,44.061356596494505,65.7737864542227,91.3255437955698,0.8340974276527328,144
26,42.707231138943385,63.957300552025295,87.94239033916288,0.8295947187141224,150
27,43.34448441818826,64.33770992483996,87.52808558272852,0.8373161894273133,156
28,44.32288508694812,67.11803900466084,91.70206157143842,0.8344653288740246,162
29,43.24320738507376,63.396471024814005,88.58665391913604,0.835687171052632,168
30,45.79645245868689,68.4591494394009,97.31794410389182,0.8378387845303864,174
31,43.22104592105173,64.20341860668066,87.73570901968708,0.8319301569506726,180
32,43.318684608450376,64.66088739619187,93.86646962710398,0.8393586592178783,186
33,42.69615871055933,62.37387155135201,93.69754436589912,0.8412569160997733,192
34,43.13710931504051,62.35433024295279,92.86506106902388,0.8417556818181827,198
35,43.092431840442295,61.571364410423925,89.97261217865133,0.8432638528138533,204
36,43.33317417990144,63.44958842274758,93.82993702546312,0.8409484848484846,210
37,42.28447733243158,62.4925174711856,84.7702149501598,0.8345891046386192,216
38,42.91513065891432,63.85847488898268,90.24920862596244,0.8423439958592132,222
39,43.86727314867766,65.51292024500846,91.0052344773546,0.8374510903426796,228
40,43.62252495154567,63.9114033312205,88.78640997951777,0.8388604033970275,234
41,42.24075418308503,63.6033667282823,84.45785874022371,0.8354757607555088,240
42,43.1045583051629,64.64248044389437,90.33494937726928,0.8415363128491622,246
43,42.946810329285846,65.39114011607342,90.55370482073386,0.8407620653319283,252
44,43.58950624025508,65.97809574102881,107.73165661594882,0.8394315733896515,258
45,43.85750179861199,63.87509101658813,91.52727359026107,0.8383256276150621,264
46,45.25731169029439,67.64224937021028,99.34442401419336,0.8366789094650211,270
47,43.63359849116145,64.61440358983245,88.90572755243387,0.8410329241071425,276
48,43.72433324459013,65.08182106971665,90.20900658089796,0.8429694006309145,282
49,44.38245824515905,66.85919707193908,97.54738886925136,0.8399532157676354,288
50,44.02626486404243,65.5105105718846,95.41550985103837,0.8407536511156191,294
51,44.87520584596376,66.56054086639219,93.28319650610062,0.8418496963562744,300
52,44.370770968522805,66.62103907104398,90.16264171639313,0.8359632631578956,306
53,43.79913083804402,66.90762806553862,92.23506305088748,0.8384874865156422,312
54,42.771773794599,65.70504799043744,94.31409142618584,0.8411773605150221,318
55,44.49555415810758,65.72685572472672,87.31467419722188,0.8403796137339057,324
56,44.05805802063419,66.40993298038337,90.5837725481318,0.8441014690451212,330
57,46.5433353947885,70.77440947076298,96.89077348843618,0.84165415318231,336
58,43.711537639815845,64.71325288762618,88.8987921705898,0.8372762500000009,342
59,45.24871433138553,67.41150996293965,96.4740246127185,0.8363806783144929,348
60,45.3699667465508,68.60275420470929,96.27375303763384,0.8415548691099478,354
61,45.60108816003441,65.72279505063203,100.98918263281456,0.838975453575239,360
62,46.89495281448571,72.1490000686611,101.27422304551652,0.8393224446786092,366
63,47.094158035805584,69.90238087327441,105.14451670646324,0.8423539664804465,372
64,45.38650224452674,66.55338004135687,95.23912963048215,0.8392920993228001,378
65,46.87534306768031,73.11782521642296,100.8979233038116,0.839670062370062,384
66,45.91495273675353,69.78054514981706,97.85290431361464,0.8406338833883387,390
67,46.44050734004188,72.56081589773947,94.98206727631182,0.8417443600867683,396
68,49.0042425119699,73.97237089277297,102.0408265011419,0.8372060133630304,402
69,47.14119709426098,72.86493917369327,102.23164377484744,0.8366840659340664,408
70,46.52345748343428,69.80188426262562,91.38123234495716,0.8389356236786459,414
71,48.43533665508316,74.15077744208853,104.90389551714011,0.8400761437908503,420
72,48.23729094456814,72.7947800119121,100.41770339415132,0.8344819738167176,426
73,47.04124655559323,70.26711230647838,98.58125490095068,0.8368668533034708,432
74,47.48743134912185,73.23053669793204,98.18556385967835,0.8359197339246108,438
75,48.94869312377284,72.09371950803352,100.078049619439,0.8358020833333324,444
76,49.664139532198455,73.0185006223247,99.09961330368664,0.8352562570462223,450
77,48.56196836587021,73.6828285237588,95.98518107054564,0.8407337953091686,456
78,50.08581499585204,75.98904161713723,111.965664563663,0.837494054054055,462
79,49.17842872515492,73.67572219334184,101.2652432625664,0.839228837209302,468
80,50.050043256431,75.64583753954055,101.10594857518446,0.8379100584795335,474
81,48.99032625879435,75.9164744240656,107.00726777158432,0.8338958990536276,480
82,49.61213214538223,74.81201734096885,109.71377102167868,0.8383976793248952,486
83,49.78666805064715,73.37005891314952,100.81719019354384,0.8366909862142095,492
84,49.181061882628434,77.34821085994534,102.26184243460554,0.8394806524184476,498
85,49.19683340453555,76.59717885309871,105.97484696909171,0.8379405434782615,504
86,48.14611083215272,74.68462369569698,106.9817256065872,0.8409194748358864,510
87,49.95407228699748,76.86832364277242,109.35255376124468,0.8410757142857144,516
88,49.71869025824115,77.02424898699866,102.20268779262436,0.8386925472747504,522
