NTU,min_from_start
34.098279999999995,1
34.04177,2
33.16653,3
33.181,4
32.99947,5
32.73666,6
33.01367,7
34.21998,8
32.25323,9
33.04607,10
31.90405,11
32.00321,12
33.23842,13
32.735040000000005,14
32.01017,15
31.71906,16
32.41813,17
31.55811,18
31.71108,19
31.82156,20
31.91902,21
31.734890000000004,22
31.75559,23
32.02163,24
31.43774,25
31.17847,26
31.201040000000003,27
31.494190000000003,28
31.045340000000003,29
31.47481,30
31.43638,31
31.01938,32
31.78865,33
30.95935,34
31.72727,35
31.8576,36
30.29848,37
31.84637,38
32.185790000000004,39
31.542720000000003,40
31.0531,41
31.14253,42
31.66935,43
30.76074,44
30.72488,45
30.82985,46
30.482640000000004,47
29.7033,48
30.94797,49
32.1604,50
29.94082,51
30.79996,52
30.57156,53
30.55578,54
29.86823,55
29.76707,56
30.45778,57
31.04315,58
30.15747,59
30.55425,60
30.79991,61
30.2455,62
30.213520000000003,63
29.5323,64
29.93846,65
29.69846,66
29.70888,67
29.59128,68
29.91123,69
29.16634,70
29.500740000000004,71
30.97681,72
29.80526,73
29.43775,74
29.72874,75
30.03856,76
28.78068,77
30.78341,78
29.43682,79
29.21588,80
29.573190000000004,81
28.85967,82
28.436870000000003,83
29.59713,84
30.16943,85
29.61634,86
29.50685,87
28.62158,88
27.906340000000004,89
28.89441,90
28.57515,91
28.15057,92
28.62041,93
29.23755,94
29.0071,95
28.28945,96
28.12525,97
29.35181,98
28.392540000000004,99
29.042790000000004,100
27.49746,101
28.42742,102
29.18049,103
27.41761,104
27.84722,105
29.4538,106
28.17381,107
28.37612,108
28.29487,109
27.27066,110
27.49211,111
27.11134,112
28.00733,113
27.11373,114
27.56756,115
26.70133,116
27.69414,117
27.000490000000003,118
27.68407,119
28.29226,120
27.81713,121
27.56347,122
27.37396,123
28.38833,124
27.5686,125
26.879490000000004,126
27.35698,127
27.55901,128
27.67872,129
27.42708,130
26.80206,131
28.37354,132
27.32078,133
27.60533,134
26.862140000000004,135
26.46611,136
26.98933,137
26.97136,138
26.601,139
26.65561,140
27.19611,141
26.11347,142
26.47613,143
26.09567,144
27.34086,145
26.28707,146
26.19408,147
26.26925,148
26.278990000000004,149
25.85749,150
26.60095,151
26.19405,152
26.98624,153
26.37355,154
26.34497,155
26.57556,156
26.57252,157
26.06255,158
26.47239,159
26.11819,160
26.451290000000004,161
26.75048,162
25.86411,163
26.42898,164
26.22607,165
26.06147,166
26.39618,167
25.74279,168
25.68683,169
25.54019,170
25.16512,171
26.09073,172
25.89691,173
25.64196,174
26.11761,175
24.86281,176
24.67067,177
25.4398,178
25.73037,179
25.69582,180
25.01439,181
24.77126,182
26.10569,183
24.93692,184
24.93669,185
24.30129,186
24.95273,187
24.63735,188
24.94178,189
24.56269,190
24.42258,191
24.86434,192
24.94954,193
24.61911,194
25.82673,195
24.43619,196
25.33898,197
24.86377,198
23.83204,199
25.41193,200
23.85881,201
24.37655,202
24.38141,203
23.75758,204
24.3102,205
24.07683,206
25.19825,207
