min,d16_mu,d50_mu,d84_mu,solidity,min_from_start
2,34.59643130634173,58.17385278331969,116.47228838423544,0.8784086879432611,6
3,34.99870573160471,54.58253999375056,91.94260023847602,0.8769308231173394,12
4,34.786241575001824,53.96002641459127,97.27502137953051,0.8777414855072471,18
5,37.60201988570579,58.94287792493554,90.32242593595616,0.8728981927710848,24
6,36.824439243395055,60.348153474813344,88.55162666747073,0.8723216560509558,30
7,39.52589404552893,67.09590802728758,105.56529650689018,0.8728156250000002,36
8,40.275448232092565,70.42742633953505,101.84098216448476,0.8681189189189196,42
9,47.37120726024864,84.75526820394478,126.86533649424396,0.8698091787439612,48
10,44.29641371743615,74.4759677781487,122.5293287428488,0.8642015463917531,54
11,44.05720107038261,70.74677036855168,107.6090582055388,0.8644074812967576,60
12,43.56340911632012,79.71040455059688,124.03276516853435,0.8687226912928762,66
13,51.93650699265167,84.99125908611492,122.35628011713,0.8633949109414754,72
14,48.089773349596136,81.2114953168893,133.2628285770109,0.8662294285714287,78
15,46.17371452762611,83.78739918862121,124.32132613933472,0.8633727748691102,84
16,53.95134372603821,98.13460090972606,141.06236175453736,0.8639050847457634,90
17,47.612754555964806,75.03094668062317,114.6555737600052,0.8633321100917435,96
18,50.37537019571771,79.80232554690281,102.5997382447726,0.8647937685459937,102
19,49.45923191723149,90.44447758305148,139.56989016415983,0.8612225165562918,108
20,45.56104046391802,78.04960407919197,120.19725716648688,0.8596744548286607,114
21,50.62127360043504,82.79618770133197,121.81208350549626,0.8678669871794867,120
22,54.3137082314364,89.63002068997034,198.52269043297576,0.8643459183673473,126
23,46.73348339596846,82.12261296393177,112.59124212470311,0.8600482993197279,132
24,59.76759263665527,100.52958994290896,138.068163904579,0.8636785488958982,138
25,54.43553671652178,100.19274700472278,130.35511239135224,0.8587692028985513,144
26,49.57896484602366,83.06552621612927,119.51513611003509,0.8645334545454546,150
27,59.413191110806416,102.87155298372984,142.50593396395814,0.8663638888888892,156
28,52.70324835033775,95.94444148899925,135.1139178431078,0.8635615384615386,162
29,50.838076428724605,90.46335845234542,118.0770662842864,0.8607385767790262,168
30,55.461867994743294,100.7391469200497,130.3405474232296,0.860224809160305,174
31,57.04564327054915,90.5293422213194,109.94300185323108,0.8561450381679393,180
32,58.58453979872958,90.94786456662848,114.30429875128418,0.8606363636363639,186
33,52.04781215403228,91.04793103073524,116.34491311985695,0.8602384615384622,192
34,61.40875273029164,103.051629447757,133.34383046264855,0.8591590909090907,198
35,55.78701180984862,88.44757593331862,135.25862402779055,0.864672689075631,204
36,54.31533165081946,86.79540170637878,123.31656843131874,0.8562741803278685,210
37,54.69531136894828,90.85159699977406,117.27993736733052,0.8617547169811323,216
38,57.85113429264872,91.44523921886253,121.31949999676227,0.8572957547169818,222
39,58.93982646382382,99.52335728965328,159.64639345146114,0.8560959276018099,228
40,59.368637037833714,102.28608493705606,131.80750675244997,0.8588308370044049,234
41,50.930795077661216,92.47788687524324,117.56201627958156,0.8535167400881052,240
42,56.60087924840847,99.1140023349222,122.70449726621152,0.8599087500000004,246
43,61.66966646402727,100.9551545942312,127.63631031940996,0.8512136363636359,252
44,52.91831000210448,101.99120467719636,199.20824258769676,0.8596790476190479,258
45,54.97900192534121,86.46530776977326,117.53909538538473,0.8542092105263162,264
46,66.12065747866072,100.46800078925918,130.9197588693427,0.8553051401869162,270
47,63.11984210723568,101.66893589481283,125.07157956033684,0.8579989473684208,276
48,62.42513487030298,99.290512163854,147.411535714966,0.8563238805970153,282
49,56.99099596311567,94.02299676934302,124.26059679354216,0.8582682242990656,288
50,64.6074508183441,101.78691499610304,128.61541283808862,0.8546479591836733,294
51,60.78114796871616,117.25477556562802,150.33191818862522,0.853761256544502,300
52,63.76962005436113,104.9795894288964,128.8807364997859,0.8607759358288772,306
53,54.60339239930221,94.94646609326648,120.97504586082592,0.8580482233502539,312
54,64.34550902604386,96.04366356643324,136.14156678743038,0.8586826732673272,318
55,61.160300980478446,101.9792772027675,119.18143771992996,0.8587578199052137,324
