min,d16_mu,d50_mu,d84_mu,solidity
372,72.48288383,89.72806742,112.7918582,0.7465976
373,74.64530859,92.63805387,122.4458718,0.742530702
374,70.08249305,91.97496119,121.6914133,0.761652
375,70.87696319,84.59596867,105.5323903,0.75534812
376,73.99584354,92.21126818,128.1707853,0.75062695
377,70.98704496,87.22516907,112.7771654,0.749699145
378,75.32570696,96.75126711,124.7935807,0.74698629
379,70.76025729,90.39752668,114.4505668,0.739187402
380,72.79211549,91.14866686,107.908123,0.756479832
381,71.02143717,90.41283125,110.4452294,0.760705833
382,73.32416073,91.12796341,110.2150054,0.747952419
383,74.3919215,94.09626955,122.7771483,0.748016129
384,75.34994944,99.60568178,133.0797471,0.733386316
385,70.156526,92.97729626,118.9490193,0.757816
386,70.81278106,92.35272072,116.5379574,0.746213559
387,74.81783809,92.55764798,109.5621976,0.750242975
388,74.40801519,93.48301056,113.6084333,0.744979487
389,75.25389068,93.67719932,120.1337161,0.7548225
390,73.85401222,100.0744899,132.7995079,0.753834959
391,71.35810543,88.5720512,121.0822989,0.750808621
392,72.76042879,92.99914312,110.2681156,0.754257143
393,76.13323133,95.92340367,118.0201491,0.745061404
394,73.18861615,92.67490758,125.3019555,0.728456489
395,72.15079029,91.16892716,121.3121751,0.749656154
396,75.02872247,92.81270683,133.9186577,0.763440164
397,71.68171628,92.3559935,112.4488895,0.738236154
398,79.16204298,98.02514411,128.5732287,0.739785484
399,73.49620323,89.64063416,105.9338031,0.73228087
400,71.93776977,88.56249856,114.3120031,0.749380992
401,72.86268401,93.03830899,111.3024882,0.753448276
402,74.05051051,92.07239376,119.3034545,0.74538125
403,75.01459598,94.18851937,127.7525456,0.749193043
404,76.72642588,97.23931129,122.7533703,0.759983607
405,71.90908764,93.24180897,122.7684818,0.737729231
406,71.16337283,88.90299278,121.2237822,0.748806723
407,69.29774352,89.28323229,104.7086534,0.755066949
408,75.24680652,91.13243977,117.9352643,0.757884211
409,69.43652352,87.53671975,106.9759837,0.757286792
410,71.1331525,97.49900268,121.4926169,0.7581
411,73.32988802,95.36734244,128.6405578,0.754851563
412,72.56139519,91.81937398,114.7298199,0.752043363
413,73.95765426,92.05916195,110.7976415,0.750190625
414,75.47863686,90.72818067,114.3233374,0.752766957
415,74.60236662,99.80179495,121.2882503,0.741530645
416,70.79876141,88.34006258,119.6247438,0.754654545
417,70.65804216,86.41499492,104.5267053,0.743200787
418,71.75441699,90.59446361,111.0013392,0.768089189
419,72.36128488,94.05229747,117.1197856,0.744477941
420,72.07423524,91.29941994,112.0150033,0.752726126
421,71.67592112,88.39182851,112.6798531,0.757861947
422,69.96120299,89.85940717,120.1870774,0.757798658
423,73.60314092,91.43927971,113.0924035,0.752252555
424,74.26054167,96.07060948,115.1122012,0.762005085
425,71.46680186,90.9300781,111.4170406,0.745670492
426,73.20640692,101.5394332,129.0533295,0.754805556
427,69.29769836,88.71896811,116.4184016,0.741046875
428,70.57019374,88.82310225,113.3250316,0.763972794
429,70.33740773,91.5619854,118.7832153,0.743952419
430,69.45704712,88.18331082,123.2443981,0.7604675
431,71.26872894,90.29913214,133.7023157,0.755081061
432,74.33681204,91.56477298,127.7995478,0.745172131
433,74.05027255,86.56658122,101.2001691,0.751932836
434,72.71557704,93.25273667,120.0369541,0.747909709
435,74.22834356,93.57072909,131.9100229,0.759913223
436,70.80578853,94.44234639,121.0034425,0.753257391
437,75.34709481,96.66962146,146.2933126,0.759504545
438,71.75335029,91.57509906,119.693005,0.741851351
439,71.84309148,89.33631171,115.2018129,0.761787879
440,68.31793467,87.83307658,105.8139788,0.755134286
441,69.53831635,90.83084572,110.6381226,0.755347899
442,73.14053334,89.75811663,120.2019345,0.744155906
443,76.0989232,97.42645187,118.7894811,0.759492174
444,73.47096583,90.33907106,117.2609219,0.744937209
445,75.13274733,97.31258384,112.6027727,0.751444604
446,70.64641891,86.41873554,107.2383748,0.752508571
447,76.58137515,98.89143556,144.7802009,0.757027143
448,74.12788449,91.57843612,115.4267722,0.738443333
449,70.76969988,83.82516133,102.2280245,0.752069524
450,74.2438463,96.19478103,123.6219351,0.746562406
451,68.77397693,85.09820041,97.82211922,0.74372
452,71.72631557,89.50498254,110.3038819,0.757893893
453,71.88179611,95.38249549,120.4550858,0.742037273
454,71.6405419,87.01306371,111.0908298,0.749141818
455,70.49959417,89.5674653,109.1025307,0.748538931
456,69.88571062,91.6989817,117.5078798,0.754910656
457,71.39341438,89.61408157,106.3728363,0.7693125
458,71.44837757,94.43744793,114.6301048,0.749515833
459,71.30501388,92.26110172,117.049942,0.743994737
460,73.77845266,92.76651327,119.2649438,0.761518254
461,77.22548162,96.696884,132.3691982,0.757536885
462,69.53911303,86.92735803,107.0369623,0.752988991
463,71.88915456,90.28170137,125.8200334,0.753441481
464,69.59455019,89.84941029,111.1211535,0.746111278
465,71.82557723,87.40002266,115.8896402,0.75082
466,71.51290304,86.22893518,108.2791689,0.739676866
467,73.41245601,97.8189127,123.473562,0.752218254
468,74.50147533,90.19162923,111.0003709,0.7583
469,68.8516338,90.73251788,115.7727032,0.746422047
470,70.49868566,92.59643652,127.6034839,0.754366372
471,72.30118046,92.14846842,118.9027195,0.75279
472,72.51992441,92.71062629,126.2491371,0.7470944
473,21.24160004,29.23283908,44.17549968,0.748132593
