min,d16_mu,d50_mu,d84_mu,solidity
245,22.72604291,34.91162997,52.63180639,0.878508861
246,22.67655942,38.44769529,56.96799991,0.881821875
247,21.87942567,36.1153904,59.80175451,0.879953226
248,21.15623839,32.33485492,45.56319519,0.874797845
249,20.34034402,30.62230509,46.15342468,0.877772381
250,23.09782586,40.97502249,61.9387364,0.878038866
251,23.0006511,38.23290067,69.52804042,0.874621154
252,22.94237148,38.34744517,56.35266768,0.872836364
253,24.52330902,45.76525479,65.32722393,0.877969027
254,23.03319701,34.48652274,48.30891995,0.878665502
255,22.76706603,36.64417581,63.75085507,0.880099099
256,21.03604303,32.60749328,47.2093415,0.8767064
257,23.60627158,42.07052812,59.18298422,0.877334921
258,25.35986522,43.23158065,62.34840752,0.871128571
259,21.40375201,37.02351551,60.36157146,0.877243523
260,21.72129964,36.08374979,65.53791907,0.878987747
261,23.96788655,41.70784973,63.67429024,0.873267073
262,21.13354544,33.40152618,44.91860185,0.876785593
263,22.03987671,33.8495991,50.10948451,0.883028696
264,21.28612864,31.79035178,43.73591088,0.877397414
265,23.64137351,41.98963644,80.2836086,0.876027556
266,21.77463015,32.89822364,48.95079029,0.874143644
267,22.10436881,37.31422733,60.33734057,0.874665574
268,21.12483026,34.558463,53.1421742,0.87618159
269,20.88596831,36.58846892,50.88191779,0.880137719
270,22.27762467,35.83005197,51.99242782,0.875480088
271,23.54887509,45.62885817,71.34320446,0.882801709
272,21.7057639,32.41530669,48.81298138,0.880025641
273,25.11504846,45.42656698,80.28015257,0.879803687
274,25.18840548,41.62958382,86.09164166,0.872816667
275,23.36877607,33.31066713,46.10270947,0.878817544
276,21.40266581,36.01390057,60.30621107,0.88532913
277,22.82611014,44.00822866,82.56360581,0.877172477
278,23.51056215,39.03319037,54.36863419,0.873867568
279,25.81047291,42.77182559,63.72828981,0.872830165
280,24.03795239,38.14956564,54.93676561,0.874186631
281,22.12721838,38.49414335,57.76328937,0.8790032
282,24.31366558,42.76835915,66.56593267,0.87999065
283,22.53424956,41.08934051,60.82922084,0.87285813
284,21.69688459,34.67072553,55.61163725,0.868915652
285,23.64671677,40.57143935,58.20124745,0.877721459
286,22.60469875,33.54343966,60.53644625,0.871556338
287,23.35503017,35.04796139,57.47194516,0.878056306
288,22.22763097,39.93271497,55.16046496,0.874359556
289,24.43240708,39.87307373,59.9689425,0.881405
290,21.37651815,36.99820807,71.97497292,0.876645455
291,23.07403662,36.57691935,53.96277292,0.878644915
292,21.23271516,35.39107023,49.20525247,0.877629018
293,23.2038003,41.77894483,58.19386123,0.877982096
294,24.61891118,44.19994613,66.69605996,0.874276923
295,23.69019597,41.30513698,67.86280595,0.877758371
296,23.36820176,40.78741704,61.85667837,0.87315619
297,24.06688055,50.58528436,61.69330522,0.871718298
298,23.4684318,39.25444846,58.24521367,0.872262996
299,22.69241243,42.0278505,60.75661793,0.876560538
300,26.35443798,44.06228162,66.17748928,0.876414414
301,21.17564891,34.1333774,47.48095325,0.871550467
302,25.00217109,47.8864911,65.9617894,0.877678855
303,22.63535498,39.83943611,63.35577538,0.874937037
304,23.91873833,39.00465264,62.00942058,0.879979812
305,23.30212519,38.9446583,55.63584657,0.876949099
306,21.36869464,35.82471328,51.33158135,0.875324424
307,26.87369371,54.10270636,86.73740418,0.882297297
308,23.70306228,40.08220163,60.49897469,0.879025
309,24.38585812,43.11388867,63.17812818,0.877070136
310,24.09489421,41.70286366,60.07082667,0.875112609
311,22.62055843,37.19965155,50.85130848,0.874393839
312,23.63571036,38.09796074,57.97728106,0.876952913
313,22.31040235,36.10509904,54.37679206,0.88200237
314,24.56830176,39.76227861,57.74650099,0.87498945
315,22.24341042,34.53555333,73.12667609,0.882097927
316,26.25541385,51.46421116,132.1132252,0.878000439
317,23.50917803,38.28252183,62.27745417,0.872000797
318,22.94487971,33.5427558,54.91453574,0.876656808
319,23.41861996,40.9958572,68.97983981,0.870109339
320,23.38820971,39.86652795,69.98641113,0.876001277
321,23.45446337,47.08302585,60.26666925,0.87455202
322,22.50992076,33.97791609,59.84868046,0.876708173
323,22.18540163,34.14012741,52.25589616,0.869615228
324,22.71544525,38.96241309,59.25868998,0.877256017
325,21.11300718,34.45809933,49.88220709,0.87200614
326,22.21696814,35.3751133,53.88410417,0.870532653
327,22.97742414,36.53928865,55.8134648,0.873479646
328,22.93150325,38.91950778,57.91350074,0.874689912
329,24.0495868,39.71478293,63.03952186,0.875693991
330,23.50347838,41.48545395,58.2989863,0.874660092
331,24.21824943,40.39200107,58.26886701,0.875602899
332,22.89398798,37.94821994,59.40705381,0.86961934
333,23.77228588,41.57154996,75.94345448,0.875984681
334,24.69771231,41.33571771,68.59815975,0.877306364
335,22.84533565,37.15711738,60.75532622,0.875731818
336,23.25185791,42.81910192,62.67343223,0.875617021
337,23.35512637,38.98800731,53.63419429,0.878875355
338,23.27638696,41.488547,57.08488989,0.87325865
339,24.43218559,38.60703849,62.20685202,0.87158326
340,22.28624926,34.66746006,50.58043011,0.869712931
341,21.80930293,35.06887596,49.67164394,0.870694024
342,22.98820927,36.99293683,89.63194708,0.876352652
343,22.02928078,36.80460843,70.3469004,0.878371064
344,21.14627951,36.96068688,52.86071408,0.872632669
345,40.46540261,229.0786728,244.8733629,0.881462241
346,22.24988743,35.73371585,50.47719462,0.880414027
347,25.11541854,43.14569872,63.91409675,0.876890717
348,22.60858194,37.20247019,62.33637081,0.871986161
349,24.43410016,37.32939736,53.46484108,0.875464646
350,23.07659834,37.96785717,61.58561803,0.8761553
351,23.9849836,37.43304846,74.27111493,0.869776106
352,25.23484253,41.56210343,63.08111799,0.875248402
353,37.94785064,198.9173598,215.345606,0.869367083
354,21.990933,36.74335122,54.82815012,0.857266825
355,24.35066006,44.0284425,82.68340324,0.876384163
356,24.37815735,41.5478725,54.00325296,0.871916667
357,21.84657389,34.91868045,49.83382666,0.871806311
358,25.60275147,43.20898716,62.61549252,0.867557143
359,22.94403144,38.15560839,60.88048661,0.874224561
360,21.79447341,37.43895888,58.52872027,0.876036916
361,24.09186203,43.23228111,95.77538984,0.8753152
362,23.65574243,38.89763911,53.58276622,0.869083105
363,25.39873707,43.37351106,67.64945833,0.871861735
364,28.56567378,50.79388244,68.31790736,0.876063134
365,24.52069201,43.62093769,103.7329102,0.875266355
366,23.62277581,41.11680881,60.91136891,0.87049148
367,22.86547624,36.38589345,53.49377991,0.878070588
368,28.31675222,56.33407349,78.79635917,0.873223789
369,26.48185135,44.39572477,71.91584221,0.875509135
370,24.83459445,42.3639771,75.55138773,0.874586239
371,23.44398772,40.22108821,54.46393456,0.872080296
372,24.23825419,41.50837129,67.83495682,0.872367619
373,22.14991587,36.06109416,52.78966129,0.878688235
374,23.54808642,42.53774904,60.28398796,0.876959361
375,21.95088759,34.11520831,48.7620009,0.869975122
376,22.40599919,36.07333434,51.35516821,0.870467965
377,24.34669276,39.12135199,58.0358822,0.867780973
378,23.95904498,42.98502244,60.86741577,0.869721182
379,24.67256902,39.24231483,59.93969585,0.871606009
380,25.08075359,40.97162626,59.48063964,0.870033663
381,22.2614858,34.53735693,84.34019168,0.873811255
382,27.97968035,42.33582982,61.46336238,0.876393088
383,24.99898855,42.22997453,81.33956415,0.867927232
384,23.84502022,40.49919974,63.50792617,0.872430348
385,22.95279451,39.8037471,63.11479047,0.878941627
386,23.52213209,41.32075835,66.26135846,0.8710869
387,25.84751132,45.08614873,66.16997857,0.874226214
388,26.05563589,45.89422805,77.91821416,0.872694712
389,22.41746889,37.96479767,70.88438405,0.8685
390,24.65587546,40.42294893,59.83259728,0.873817961
391,25.1141449,44.07714975,60.91476612,0.871224299
392,25.43324737,43.1319635,56.82872685,0.8748865
393,21.76998806,32.63286121,55.70619715,0.874800493
394,24.12689509,34.60654346,51.94388341,0.87318961
395,24.22433047,42.06990939,57.67207404,0.8696845
396,23.71873164,38.49702782,61.08557737,0.871443
397,22.21166944,40.21004409,52.12935982,0.870467172
398,25.24220059,43.96235121,62.48642078,0.872064732
399,24.43629527,37.81631015,58.32868294,0.871091133
400,25.37162597,43.7299734,68.64836228,0.874258824
401,22.61186154,38.63978684,58.20536083,0.865133047
402,24.14947221,37.25439385,61.83847385,0.87178216
403,21.70992661,33.57133859,50.8462712,0.866657075
404,25.53213933,45.53515032,62.72978938,0.877428019
405,25.57542748,48.27910429,69.83471239,0.873014851
406,26.8018414,49.30450689,77.58622757,0.876300957
407,24.01997141,37.4052266,57.65912507,0.877343269
408,23.85298393,41.37325689,64.68576804,0.873717489
409,25.22095729,39.81752912,59.14014136,0.870718137
410,27.40186837,46.03707016,67.11661123,0.865605213
411,24.73143285,39.72018734,56.10063262,0.868337186
412,25.03461233,40.18679383,58.1599866,0.876544498
413,23.70108415,35.70297938,56.60625367,0.871834653
414,23.55761335,38.55655867,57.8068062,0.877172811
415,23.54217826,38.42803297,59.49352121,0.868303057
416,26.69121376,41.41198102,67.16993047,0.872919457
417,25.76629365,43.32480425,69.48107963,0.864450739
418,25.62180058,36.96820569,69.98579325,0.867805854
419,23.6542438,39.20925393,56.3267374,0.86725445
420,23.40122715,40.54462199,58.304523,0.860910784
421,23.78715742,43.12314858,57.73690637,0.868564953
422,23.21752795,40.99034478,59.68212093,0.869371366
423,26.30257272,45.13421032,60.43343003,0.867927014
424,25.38108352,44.28043514,68.07415485,0.867546414
425,24.28817559,37.35635961,54.88114962,0.870026042
426,25.36862589,40.95344519,57.57572835,0.862667157
427,23.03343563,38.38319027,53.67828907,0.865599476
428,25.24974429,45.37956579,65.79623338,0.868530734
429,25.01620804,43.02556231,58.02747308,0.867327363
430,30.36739779,51.32942802,62.00973657,0.870584834
431,27.94925086,45.71300603,61.67146867,0.873219271
432,25.09209681,39.73413688,63.07962682,0.864626
433,24.80143594,40.93078839,71.43412291,0.869331776
434,24.53305853,37.86771077,55.26126015,0.869078641
435,26.0027242,40.9605098,66.22876011,0.870851269
436,25.08371079,40.01041606,65.43171843,0.86727772
437,26.92059347,42.76911677,60.63704826,0.864695939
438,27.80123384,48.00044786,69.33037765,0.870026984
439,25.99510902,43.80106261,63.74814997,0.872444022
440,24.42776964,36.96431721,52.86198777,0.871227962
441,26.37157734,42.64929799,68.52408904,0.869782692
442,22.07438905,37.66589928,52.01790526,0.864535122
443,24.33979198,44.20202171,72.28240366,0.868617155
444,27.79788293,43.73084387,57.63225929,0.868070642
445,24.78633245,38.87573188,67.2024015,0.862065327
446,27.16430569,46.54055846,64.14269583,0.871872596
447,25.33673803,39.25547861,60.78905683,0.867419251
448,24.67747385,40.10933116,56.86901518,0.862255615
449,25.23489343,46.74201569,65.16457025,0.870580435
450,25.7609535,38.39919961,52.09107669,0.86362
451,27.7978057,44.1676494,60.10774974,0.871312571
452,26.54190929,41.05658386,57.45752524,0.864057971
453,24.93851717,40.5540876,62.20621326,0.859334562
454,24.39995103,40.84421348,56.60387002,0.866701923
455,28.62493029,51.72780145,130.6944214,0.866411735
456,27.49333718,44.77446989,61.9073043,0.865588128
457,24.53901697,38.99705738,52.13864542,0.861389552
458,23.88981558,35.34348802,51.70996193,0.865544601
459,24.42984637,38.87737461,46.96007618,0.86957602
460,29.20258351,62.2870683,119.9918775,0.864474877
461,27.73778725,42.73166072,55.99928345,0.864096954
462,24.58243335,42.70170585,82.44000038,0.861452261
463,27.31254631,42.97261078,66.30789554,0.865494628
464,22.64034286,33.45272245,52.00506831,0.868517949
465,26.27134268,39.68219979,52.43223471,0.86948186
466,25.42044167,37.32341198,52.59720385,0.863795789
467,27.91048231,42.91721652,58.86930789,0.870245933
468,27.41677465,44.64577647,73.73243474,0.860808791
469,24.57766512,37.44885981,54.54753011,0.8688621
470,27.37432777,41.93730079,62.81845431,0.862507353
471,26.42866512,46.50797284,69.30547717,0.871736559
472,25.28182833,39.16905156,49.78569746,0.874894652
473,25.50119146,42.56259995,57.93560682,0.867919231
474,25.36221277,40.94139437,58.90677484,0.859886207
475,25.16159959,42.95753552,59.73506186,0.866252913
476,26.00726314,41.94114253,64.29073197,0.868233333
477,26.02993574,40.28547556,62.77082121,0.86660202
478,24.82464749,42.01885323,57.86212337,0.865455319
479,27.59480236,45.69787116,60.196386,0.864042623
480,26.16160839,43.02175548,63.03228066,0.868228431
481,24.29992228,38.79811036,52.27176632,0.869471101
482,26.35491072,39.19658929,76.27162988,0.865446117
483,26.79419562,43.30434592,56.23266461,0.862953488
484,25.48498947,40.49647768,66.24357596,0.86980101
485,27.71772306,43.63888479,62.1413417,0.867371429
486,25.79447751,41.77043528,55.41065827,0.859401042
487,27.51690159,44.52541955,69.16172937,0.860258794
488,27.485979,41.38456411,62.74938868,0.860965403
489,28.39226677,44.841358,59.39780996,0.859043981
490,30.32000362,44.03637935,68.77300751,0.867593048
491,28.38608912,42.01325363,57.12485309,0.858393011
492,25.31988569,37.63778073,53.04632957,0.855848259
493,26.08615314,41.27735415,53.43800516,0.868056667
494,27.93663833,45.40126843,61.56158262,0.8677305
495,28.37612799,42.70291909,59.44669474,0.8539055
496,27.97417963,42.42938195,67.88050236,0.858414595
497,29.73487972,45.80433838,62.24034981,0.859375463
498,26.84896956,46.37691233,62.41641537,0.865142925
499,27.11956253,43.23241776,57.14613855,0.861624299
500,29.8990727,47.5954731,73.81283255,0.8558465
501,27.64529634,43.91510589,60.86476419,0.861138693
502,28.10401177,44.36538167,66.92671298,0.855929381
503,31.50572705,48.63854723,65.84542779,0.862692632
504,24.89308508,36.90197212,48.8706764,0.858265079
505,28.86772487,48.62858435,67.73843759,0.858806699
506,26.21615277,41.35017785,53.96602137,0.852241063
507,26.96428274,42.73187249,60.13017138,0.855106373
508,25.30326591,39.63870673,53.55754213,0.862482422
509,26.92855306,39.71088433,62.34015721,0.860894298
510,28.36322867,45.42222121,64.3018653,0.861108491
511,27.75118561,43.74452758,63.33418847,0.859727941
512,30.13975037,51.28634111,66.40173147,0.854217961
513,27.2972832,44.41286931,60.19208084,0.854377128
514,30.07124914,44.86502687,63.23675519,0.859215578
515,26.50260989,39.99957006,54.75430005,0.863721925
516,27.66009902,42.08339514,59.73397555,0.851163291
517,28.23301898,45.30002598,66.18115909,0.860738863
518,28.61616068,43.32557365,74.35848727,0.854806829
519,31.45940139,46.25131637,61.46918139,0.85675023
520,29.5028622,43.04912633,62.76448081,0.853235349
521,30.24809289,42.97385952,64.15301058,0.851794595
522,28.9744645,45.42592974,61.95312223,0.858309135
523,29.24080609,45.57745209,59.6791755,0.853430918
524,28.76291846,42.7459676,65.71744011,0.854907143
525,29.60097222,43.64437127,58.1509722,0.8550375
526,30.53544173,44.12922139,67.47775402,0.847859804
527,28.50270777,42.89287911,59.43799468,0.848721078
528,29.17529771,45.60225023,61.97241261,0.859482828
529,28.09552269,41.95206192,56.83234706,0.845764055
530,29.80363481,43.51383893,60.73998232,0.858563514
531,31.27642036,46.00000186,68.40705269,0.847496569
532,29.97662596,45.84549824,60.14277728,0.851768342
533,29.15703101,45.43646157,78.25095085,0.855029282
534,28.81603704,42.86349495,55.9803806,0.853607692
535,29.21978447,40.80646984,56.95656214,0.856473272
536,30.27843364,49.49324651,74.48829403,0.853544059
