NTU,min_from_start
24.51676,1
25.04545,2
24.9089,3
24.78698,4
25.0503,5
24.80116,6
24.83778,7
25.02822,8
25.23084,9
25.1123,10
24.96446,11
24.92926,12
24.82512,13
25.16536,14
24.83473,15
24.66846,16
24.9193,17
25.24183,18
25.03641,19
25.14282,20
24.85953,21
25.06802,22
25.05148,23
24.98949,24
25.011570000000003,25
25.102970000000003,26
24.97795,27
24.72245,28
25.0023,29
24.8473,30
24.99273,31
24.76528,32
24.73922,33
24.9089,34
24.70933,35
24.7862,36
24.8446,37
25.03773,38
24.680770000000003,39
24.80612,40
24.64327,41
24.78639,42
24.65192,43
24.80774,44
24.88847,45
24.81191,46
24.72165,47
24.74241,48
24.53859,49
24.70055,50
24.84808,51
24.49782,52
25.03749,53
24.68274,54
24.57354,55
24.39961,56
24.83523,57
24.59175,58
24.39745,59
24.33827,60
24.22585,61
24.45546,62
24.30412,63
24.12486,64
24.1967,65
24.137320000000003,66
24.07338,67
24.16789,68
24.32311,69
24.32752,70
24.33606,71
24.25965,72
23.9725,73
24.16911,74
24.03167,75
23.87121,76
23.84314,77
23.8352,78
24.08393,79
24.14066,80
23.63491,81
23.98265,82
23.6928,83
23.69453,84
23.78854,85
23.88417,86
23.74732,87
23.72705,88
23.67126,89
23.69443,90
23.8301,91
23.70998,92
23.88107,93
23.97627,94
23.35992,95
23.72564,96
23.57599,97
23.66175,98
23.77028,99
23.73147,100
23.72377,101
23.37939,102
23.46113,103
23.48399,104
23.79943,105
23.38332,106
23.33916,107
23.91503,108
23.40034,109
23.62235,110
23.66342,111
23.37449,112
23.38204,113
23.30939,114
23.43607,115
22.8641,116
23.06351,117
23.18551,118
23.41796,119
23.07483,120
22.82701,121
22.59196,122
22.11733,123
22.16294,124
22.15078,125
21.71725,126
21.67292,127
21.54219,128
21.77772,129
25.40719,130
22.20959,131
22.09367,132
21.476,133
21.198220000000003,134
21.10795,135
20.69279,136
20.56273,137
20.37593,138
21.21435,139
20.70276,140
21.6058,141
20.7981,142
21.25256,143
20.18337,144
20.53097,145
20.62617,146
20.02603,147
19.64549,148
20.2522,149
19.91745,150
20.3924,151
19.65407,152
19.41694,153
19.2599,154
19.41109,155
19.24697,156
18.34588,157
18.6055,158
18.95335,159
18.74705,160
18.66596,161
18.61339,162
18.65029,163
17.99448,164
18.80963,165
18.48063,166
18.14938,167
18.13527,168
18.24652,169
17.844379999999997,170
17.7975,171
18.25236,172
18.54811,173
17.08545,174
18.28377,175
17.50702,176
17.81489,177
17.629189999999998,178
17.59385,179
19.23967,180
20.3917,181
20.68441,182
20.81261,183
21.1335,184
21.23357,185
21.36822,186
21.55151,187
21.96825,188
21.3583,189
21.58083,190
22.08516,191
21.7325,192
21.84181,193
21.83548,194
21.65021,195
21.54832,196
21.5189,197
21.67169,198
21.27953,199
21.73417,200
21.3135,201
21.84957,202
21.225,203
22.00929,204
21.40514,205
21.87183,206
21.77061,207
20.97225,208
21.73025,209
22.0726,210
21.57612,211
21.61937,212
21.62373,213
21.89252,214
21.58911,215
21.70783,216
21.84814,217
21.64075,218
21.84769,219
21.95456,220
21.48217,221
21.74158,222
21.52802,223
21.71475,224
21.54504,225
21.55842,226
21.59329,227
22.02312,228
21.70127,229
21.85809,230
21.49031,231
21.67768,232
21.41799,233
21.84819,234
21.62766,235
21.41819,236
21.76521,237
21.61031,238
21.47692,239
21.78757,240
21.86854,241
22.30331,242
22.25946,243
22.35353,244
22.1959,245
22.52706,246
22.52368,247
22.51956,248
22.73038,249
22.47698,250
22.47507,251
22.76305,252
22.80931,253
22.56483,254
22.70281,255
22.74004,256
22.87464,257
22.55497,258
22.86375,259
22.88558,260
22.7965,261
22.93964,262
22.70251,263
22.80239,264
22.64797,265
22.89765,266
22.8534,267
22.90495,268
22.8901,269
22.95681,270
23.00836,271
22.9985,272
22.85988,273
22.92095,274
22.92085,275
22.78468,276
22.86655,277
22.881120000000003,278
22.92983,279
22.92011,280
22.68098,281
22.87808,282
23.09554,283
23.02637,284
22.75515,285
23.09525,286
22.87562,287
22.67009,288
22.7527,289
22.69309,290
22.88543,291
22.91727,292
22.64915,293
22.6542,294
22.8558,295
23.07891,296
22.93787,297
22.84109,298
22.64066,299
22.53128,300
22.34323,301
22.43299,302
22.65994,303
22.51244,304
22.4142,305
22.41244,306
22.54025,307
22.65984,308
22.63199,309
22.2038,310
22.73313,311
22.46496,312
22.51314,313
22.56258,314
22.99182,315
22.63914,316
22.54526,317
22.15534,318
22.39429,319
22.63679,320
22.43132,321
22.36633,322
22.43293,323
22.53457,324
22.45186,325
22.48468,326
22.29796,327
21.84108,328
22.00919,329
21.67789,330
22.15382,331
21.96451,332
21.76452,333
21.83656,334
21.77948,335
21.9242,336
21.50566,337
21.80273,338
22.03136,339
21.67704,340
21.5343,341
21.76016,342
21.57573,343
21.88634,344
21.61133,345
21.98491,346
21.88384,347
21.65193,348
21.6763,349
21.73696,350
21.67454,351
21.66326,352
21.5544,353
21.88821,354
21.54974,355
21.38229,356
21.60383,357
21.73898,358
21.91262,359
21.63138,360
21.61848,361
21.673070000000003,362
21.37106,363
20.89826,364
21.49698,365
21.47148,366
21.52243,367
21.62546,368
21.4375,369
21.61952,370
21.91616,371
21.50864,372
21.66552,373
21.64311,374
21.47359,375
21.4865,376
21.64051,377
21.572,378
21.48776,379
21.36768,380
21.63169,381
21.70431,382
21.68111,383
21.54837,384
21.23141,385
21.59284,386
21.48383,387
21.307170000000003,388
21.18033,389
21.67488,390
21.24215,391
21.13463,392
21.24205,393
20.94155,394
21.56719,395
21.14997,396
21.13134,397
21.15218,398
21.1007,399
21.2577,400
21.73863,401
